time,vehicle x-position,vehicle y-position,vehicle z-position,velocity (m/s),revolutions per minute,roll (radians),pitch (radians),yaw (radians),water temperature (Celsius),velocity (m/s),rotation of the steering wheel,throttle,brake,clutch,airspeed,airflow speed,altitude,reverse,throttle,
0.010500000789762,1299.9630773111,841.51857539739,13.475037043798,0.75860701142207,1166.7816667617,-0.0027547739446163,0.01364092156291,-1.8078682422638,80.14540881195,0.75860701142207,30.068233063996,0.013911198352704,0,0.80526281314069,0.78242865751713,0.81009699985014,13.472858344539,0,0.013911198352704,
0.02000000141561,1299.9563953256,841.52071227979,13.470569383964,0.82706766461851,1149.8039891963,-0.0023668534122407,0.013721846044064,-1.8077412843704,80.144383561566,0.82706766461851,30.044627339149,0,0,0.80526281314069,0.79135646065497,0.79041302668751,13.472449044406,0,0,
0.030000002123415,1299.9503378965,841.52267334539,13.465486331581,0.88459008951864,1126.46081754,-0.0019179228693247,0.013849661685526,-1.8076165914536,80.143426795662,0.88459008951864,30.02456723438,0,0,0.80526281314069,0.8100031863882,0.78197462930442,13.471114333486,0,0,
0.044500002637506,1299.9439668619,841.52475074887,13.459211139067,0.95032952052804,1099.8168854595,-0.0015045872423798,0.013954667374492,-1.8075091838837,80.142411349296,0.95032952052804,30.003226524706,0.010117361668046,0,0.84064075104546,0.83806845754257,0.78492184936333,13.468801066093,0,0.010117361668046,
0.058500003069639,1299.9346817124,841.52778058294,13.448223720887,1.0769932443567,1066.7647963913,-0.00083869462832808,0.013928142376244,-1.8073608875275,80.140894189447,1.0769932443567,29.940388950073,0,0,0.84064075104546,0.88585341143506,0.80499908494416,13.464769399017,0,0,
0.072000003419816,1299.9256616948,841.53072749176,13.435512834752,1.1798401898358,1026.1194815539,-0.00016274070367217,0.013899778015912,-1.8072139024734,80.139373607624,1.1798401898358,29.858566596902,0.0094155891572882,0,0.87616215944179,0.94465077056803,0.84124691619446,13.459014730334,0,0.0094155891572882,
0.08600000385195,1299.9169106266,841.53347991715,13.421629276243,1.3100455992547,993.48904193139,0.00037070945836604,0.013960853219032,-1.8070240020752,80.137903637394,1.3100455992547,29.805233007363,0,0,0.87616215944179,1.0177297364419,0.89036003219263,13.451648391628,0,0,
0.099000004120171,1299.907364212,841.53685085445,13.405530725548,1.3702915800966,949.09108705218,0.00046064588241279,0.014483199454844,-1.8074001073837,80.136346950182,1.3702915800966,29.780190350967,0.0091081075610007,0,0.90814170609238,1.0882421072916,0.95342369450868,13.442541247482,0,0.0091081075610007,
0.1130000045523,1299.8985433969,841.53902746888,13.389935690444,1.4281761818879,917.76418584195,6.0435850173235e-05,0.015425496734679,-1.806795835495,80.134906306572,1.4281761818879,29.736156180849,0.018988896935022,0,0.92168898240219,1.1562289187587,1.0201212769647,13.43214445581,0,0.018988896935022,
0.12650000490248,1299.8887736517,841.54215474422,13.372129630123,1.4984540874303,894.81401303547,-0.00023389840498567,0.017320876941085,-1.8068723678589,80.133334597497,1.4984540874303,29.975032762054,0.028657724168718,0,0.93142738856876,1.2246739537936,1.091736603252,13.420271343152,0,0.028657724168718,
0.14000000525266,1299.8792250949,841.54469332994,13.354881970328,1.4485622051183,882.66535248744,-0.001497317571193,0.019219079986215,-1.8066160678864,80.131832465363,1.4485622051183,29.777323593326,0.038469245513577,0,0.93720427058017,1.2694515920815,1.1594802287991,13.407319026121,0,0.038469245513577,
0.15350000560284,1299.869968178,841.54705776322,13.338321070769,1.3867170868755,880.33131461499,-0.0032472778111696,0.02046836540103,-1.8061903715134,80.130383811124,1.3867170868755,29.920826921561,0.048375537643892,0,0.93983066787342,1.2929046898792,1.2140612481257,13.393639148814,0,0.048375537643892,
0.1660000057891,1299.8607304553,841.5490674602,13.322482945514,1.346396536896,887.1822077928,-0.0045056063681841,0.021868661046028,-1.8058965206146,80.129010589311,1.346396536896,29.920891744219,0.057647141982421,0,0.93962772307387,1.3036030649908,1.2542039536016,13.379523135457,0,0.057647141982421,
0.17850000597537,1299.8524411038,841.5514739611,13.308636466449,1.255658931241,900.70841873443,-0.005331763997674,0.022845337167382,-1.8059285879135,80.127825845577,1.255658931241,29.860462210613,0.066988348560665,0,0.93742156241189,1.2940142488295,1.2789814060987,13.365451508549,0,0.066988348560665,
0.19100000616163,1299.8444104537,841.55358033999,13.295818626764,1.1940306166224,920.75807444706,-0.0066360682249069,0.023781288415194,-1.8057380914688,80.126743346006,1.1940306166224,29.826644960255,0.076396622147373,0,0.93322346968327,1.2740175275655,1.2878262429286,13.351624436209,0,0.076396622147373,
0.20300000626594,1299.8362771495,841.5554494183,13.283375362749,1.186107114968,946.38109362265,-0.0079079614952207,0.024832610040903,-1.805416226387,80.125760453851,1.186107114968,29.908601756757,0.085501298172698,0,0.9271218050238,1.2564354537846,1.2867378734627,13.338072734697,0,0.085501298172698,
0.21500000637025,1299.8287122542,841.5572347018,13.272240035119,1.0816327186201,975.25448423014,-0.0093466397374868,0.025716880336404,-1.8051375150681,80.124917287146,1.0816327186201,29.962186334109,0.094667489923124,0,0.919714202444,1.2214749096967,1.2753521079285,13.324994244277,0,0.094667489923124,
0.22650000732392,1299.8214912966,841.55920508175,13.262312673818,1.0101548150465,1007.6784206923,-0.010411054827273,0.02626146748662,-1.8051024675369,80.124181544624,1.0101548150465,29.885005683923,0.10348821255923,0,0.91072504463117,1.1792108725816,1.2519686360727,13.312537128209,0,0.10348821255923,
0.2380000082776,1299.8145326628,841.56096126337,13.253755495942,0.93018616216838,1041.3362586995,-0.011548591777682,0.026580080389977,-1.8049205541611,80.123571135293,0.93018616216838,29.914397354937,0.11233031581684,0,0.9008574757332,1.1294059285569,1.2196171156224,13.300850243949,0,0.11233031581684,
0.24950000923127,1299.807625978,841.56254117949,13.246425106307,0.84711734322899,1077.226779411,-0.012481089681387,0.026667699217796,-1.804619550705,80.123059701699,0.84711734322899,29.931886084688,0.12117830557217,0,0.88970061772527,1.0729482157268,1.1782989638373,13.29002368576,0,0.12117830557217,
0.26100001018494,1299.8008093791,841.56428385158,13.240289066569,0.78813480814901,1114.9005770604,-0.013103943318129,0.02661269903183,-1.8045728206635,80.122637915554,0.78813480814901,29.939278910236,0.13002259990545,0,0.87732389646492,1.0159855352432,1.1296175231397,13.28012628656,0,0.13002259990545,
0.27200001105666,1299.7940151976,841.56591022594,13.23525369601,0.71063518623613,1153.9244961488,-0.013868603855371,0.02618445828557,-1.8044896125793,80.122302030334,0.71063518623613,29.947084277085,0.13845487535784,0,0.86374388135496,0.9549154652429,1.0752639142561,13.271189652295,0,0.13845487535784,
