time,throttle,steering,clutch,parkingbrake,brake,
0.012500000186265,0,0,0,0,0,
0.024000001139939,0,0,0,0,0,
0.036000001244247,0,0,0,0,0,
0.05250000115484,0,0,0,0,0,
0.068000001832843,0,0,0,0,0,
0.083500002510846,0,0,0,0,0,
0.098500003106892,0,0,0,0,0,
0.11350000370294,0,0,0,0,0,
0.12800000421703,0,0,0,0,0,
0.14300000481308,0,0,0,0,0,
0.15750000532717,0,0,0,0,0,
0.1715000057593,0,0,0,0,0,
0.18500000610948,0,0,0,0,0,
0.19850000645965,0,0,0,0,0,
0.21150000672787,0,0,0,0,0,
0.2245000069961,0,0,0,0,0,
0.23750000726432,0,0,0,0,0,
0.25000000745058,0,0,0,0,0,
0.26250000763685,0,0,0,0,0,
0.27500000782311,0,0,0,0,0,
0.28800000809133,0,0,0,0,0,
0.3005000082776,0,0,0,0,0,
0.31300000846386,0,0,0,0,0,
0.32550000865012,0,0,0,0,0,
0.33800000883639,0,0,0,0,0,
0.35050000902265,0,0,0,0,0,
0.36300000920892,0,0,0,0,0,
0.37500000931323,0,0,0,0,0,
0.38750000949949,0,0,0,0,0,
0.40000000968575,0,0,0,0,0,
0.41250000987202,0,0,0,0,0,
0.42450000997633,0,0,0,0,0,
0.43650001008064,0,0,0,0,0,
0.44850001018494,0,0,0,0,0,
0.46050001028925,0,0,0,0,0,
0.47300001047552,0,0,0,0,0,
0.48500001057982,0,0,0,0,0,
0.49700001068413,0,0,0,0,0,
0.5095000108704,0,0,0,0,0,
0.52150001097471,0,0,0,0,0,
0.53350001107901,0,0,0,0,0,
0.54550001118332,0,0,0,0,0,
0.55800001136959,0,0,0,0,0,
0.57000001147389,0,0,0,0,0,
0.5820000115782,0,0,0,0,0,
0.59400001168251,0,0,0,0,0,
0.60600001178682,0,0,0,0,0,
0.61750001274049,0,0,0,0,0,
0.6295000128448,0,0,0,0,0,
0.64150001294911,0,0,0,0,0,
0.65350001305342,0,0,0,0,0,
0.66550001315773,0,0,0,0,0,
0.67800001334399,0,0,0,0,0,
0.6900000134483,0,0,0,0,0,
0.70200001355261,0,0,0,0,0,
0.71400001365691,0,0,0,0,0,
0.72600001376122,0,0,0,0,0,
0.73800001386553,0,0,0,0,0,
0.75000001396984,0,0,0,0,0,
0.76150001492351,0,0,0,0,0,
0.77350001502782,0,0,0,0,0,
0.78550001513213,0,0,0,0,0,
0.79750001523644,0,0,0,0,0,
0.80900001619011,0,0,0,0,0,
0.82100001629442,0,0,0,0,0,
0.83300001639873,0,0,0,0,0,
0.84500001650304,0,0,0,0,0,
0.85700001660734,0,0,0,0,0,
0.86900001671165,0,0,0,0,0,
0.88100001681596,0,0,0,0,0,
0.89300001692027,0,0,0,0,0,
0.90500001702458,0,0,0,0,0,
0.91700001712888,0,0,0,0,0,
0.92850001808256,0,0,0,0,0,
0.94050001818687,0,0,0,0,0,
0.95250001829118,0,0,0,0,0,
0.96450001839548,0,0,0,0,0,
0.97600001934916,0,0,0,0,0,
0.98800001945347,0,0,0,0,0,
1.0000000195578,0,0,0,0,0,
1.0120000196621,0,0,0,0,0,
1.0240000197664,0,0,0,0,0,
1.0360000198707,0,0,0,0,0,
1.0475000208244,0,0,0,0,0,
1.059000021778,0,0,0,0,0,
1.0710000218824,0,0,0,0,0,
