                simTime,               simFrame,               objectId,               category,                   type,                vismask,                   name,                   dimX,                   dimY,                   dimZ,                   offX,                   offY,                   offZ,                      x,                      y,                      z,                      h,                      p,                      r,                  flags,                   type,                 system,                      x,                      y,                      z,                      h,                      p,                      r,                  flags,                   type,                 system,                      x,                      y,                      z,                      h,                      p,                      r,                  flags,                   type,                 system,               distance,
+7.0000003650784492e-01,                     43,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+2.5922219238872231e+02,-1.9093928383981822e+02,-4.9646727661100416e-03,+2.8936171531677246e+00,-3.8832111749798059e-03,-3.6373210150486557e-06,                    0x3,                      0,                      0,-1.5286499261856079e+00,+3.8704299926757812e-01,+6.1233700253069401e-03,-3.4504805807955563e-04,+3.5673378988576587e-06,-7.6292690209811553e-06,                    0x3,                      0,                      0,-2.2641844749450684e+00,+5.7382237911224365e-01,+9.0702502056956291e-03,-2.1801328693982214e-04,+1.2842414434999228e-05,-1.3964817298983689e-05,                    0x1,                      0,                      0,+5.3661239147186279e-01,
+7.1666670404374599e-01,                     44,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+2.5919640044000147e+02,-1.9093275334447213e+02,-4.9645926986077267e-03,+2.8936114311218262e+00,-3.8831485435366631e-03,-3.7601485018967651e-06,                    0x3,                      0,                      0,-1.5663858652114868e+00,+3.9660722017288208e-01,+6.2744384631514549e-03,-3.4810608485713601e-04,+3.7575957776425639e-06,-7.3696496656339150e-06,                    0x3,                      0,                      0,-2.2641401290893555e+00,+5.7384407520294189e-01,+9.0699577704071999e-03,-1.8348159210290760e-04,+1.1415471817599609e-05,+1.5577161320834421e-05,                    0x1,                      0,                      0,+5.6321823596954346e-01,
+7.3333337157964706e-01,                     45,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+2.5916997956583083e+02,-1.9092606344006455e+02,-4.9645075635419535e-03,+2.8936054706573486e+00,-3.8830819539725780e-03,-3.8824832699901890e-06,                    0x3,                      0,                      0,-1.6041210889816284e+00,+4.0617179870605469e-01,+6.4254933968186378e-03,-3.5097583895549178e-04,+3.9954184103407897e-06,-7.3400919973209966e-06,                    0x3,                      0,                      0,-2.2640933990478516e+00,+5.7386523485183716e-01,+9.0696467086672783e-03,-1.7218523134943098e-04,+1.4269357052398846e-05,+1.7734599850882660e-06,                    0x1,                      0,                      0,+5.9047293663024902e-01,
+7.5000003911554813e-01,                     46,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+2.5914292977832594e+02,-1.9091921412057098e+02,-4.9644173609127169e-03,+2.8935995101928711e+00,-3.8830114062875509e-03,-4.0042154978436884e-06,                    0x3,                      0,                      0,-1.6418555974960327e+00,+4.1573673486709595e-01,+6.5765329636633396e-03,-3.5366052179597318e-04,+4.2332408156653401e-06,-7.3039273047470488e-06,                    0x3,                      0,                      0,-2.2640445232391357e+00,+5.7388579845428467e-01,+9.0693170204758644e-03,-1.6108095587696880e-04,+1.4269343409978319e-05,+2.1698815544368699e-06,                    0x1,                      0,                      0,+6.1837643384933472e-01,
+7.6666670665144920e-01,                     47,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+2.5911525109141542e+02,-1.9091220538085656e+02,-4.9643225974763576e-03,+2.8935935497283936e+00,-3.8829371333122253e-03,-4.1202351894753519e-06,                    0x3,                      0,                      0,-1.6795891523361206e+00,+4.2530196905136108e-01,+6.7275585606694221e-03,-3.5573157947510481e-04,+4.4472812987805810e-06,-6.9611919570888858e-06,                    0x3,                      0,                      0,-2.2639935016632080e+00,+5.7390511035919189e-01,+9.0689705684781075e-03,-1.2426346074789762e-04,+1.2842428077419754e-05,+2.0564119040500373e-05,                    0x1,                      0,                      0,+6.4692872762680054e-01,
+7.8333337418735027e-01,                     48,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+2.5908694351906598e+02,-1.9090503721563613e+02,-4.9642222597201828e-03,+2.8935875892639160e+00,-3.8828586693853140e-03,-4.2349847717559896e-06,                    0x3,                      0,                      0,-1.7173217535018921e+00,+4.3486750125885010e-01,+6.8785673938691616e-03,-3.5760446917265654e-04,+4.7088860810617916e-06,-6.8849640229018405e-06,                    0x3,                      0,                      0,-2.2639400959014893e+00,+5.7392364740371704e-01,+9.0686036273837090e-03,-1.1237337457714602e-04,+1.5696286936872639e-05,+4.5736755964753684e-06,                    0x1,                      0,                      0,+6.7612975835800171e-01,
+8.0000004172325134e-01,                     49,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+2.5905800707720306e+02,-1.9089770962016348e+02,-4.9641163476441871e-03,+2.8935816287994385e+00,-3.8827757816761732e-03,-4.3483423723955639e-06,                    0x3,                      0,                      0,-1.7550536394119263e+00,+4.4443333148956299e-01,+7.0295594632625580e-03,-3.5928201396018267e-04,+4.9704908633430023e-06,-6.8014514909009449e-06,                    0x3,                      0,                      0,-2.2638843059539795e+00,+5.7394140958786011e-01,+9.0682171285152435e-03,-1.0065267997561023e-04,+1.5696286936872639e-05,+5.0107514653063845e-06,                    0x1,                      0,                      0,+7.0597958564758301e-01,
+8.1666670925915241e-01,                     50,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+2.5902844177982485e+02,-1.9089022258925459e+02,-4.9640043544920210e-03,+2.8935756683349609e+00,-3.8826882373541594e-03,-4.4601902118301950e-06,                    0x3,                      0,                      0,-1.7927845716476440e+00,+4.5399948954582214e-01,+7.1805329062044621e-03,-3.6076694959774613e-04,+5.2558775678335223e-06,-6.7108644543623086e-06,                    0x3,                      0,                      0,-2.2638256549835205e+00,+5.7395833730697632e-01,+9.0678073465824127e-03,-8.9096130977850407e-05,+1.7123202269431204e-05,+5.4352217375708278e-06,                    0x1,                      0,                      0,+7.3647814989089966e-01,
+8.3333337679505348e-01,                     51,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+2.5899824764285268e+02,-1.9088257611826992e+02,-4.9638867870200228e-03,+2.8935697078704834e+00,-3.8825962692499161e-03,-4.5704082367592491e-06,                    0x3,                      0,                      0,-1.8305144309997559e+00,+4.6356588602066040e-01,+7.3314877226948738e-03,-3.6206174991093576e-04,+5.5174823501147330e-06,-6.6130869527114555e-06,                    0x3,                      0,                      0,-2.2637646198272705e+00,+5.7397437095642090e-01,+9.0673780068755150e-03,-7.7688011515419930e-05,+1.5696286936872639e-05,+5.8666496443038341e-06,                    0x1,                      0,                      0,+7.6762545108795166e-01,
+8.5000004433095455e-01,                     52,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+2.5896742468410793e+02,-1.9087477020311587e+02,-4.9637631384718411e-03,+2.8935635089874268e+00,-3.8824996445327997e-03,-4.6788777581241447e-06,                    0x3,                      0,                      0,-1.8682432174682617e+00,+4.7313252091407776e-01,+7.4824220500886440e-03,-3.6316868499852717e-04,+5.8028695093526039e-06,-6.5081653701781761e-06,                    0x3,                      0,                      0,-2.2637007236480713e+00,+5.7398951053619385e-01,+9.0669263154268265e-03,-6.6416105255484581e-05,+1.7123229554272257e-05,+6.2952944972494151e-06,                    0x1,                      0,                      0,+7.9942148923873901e-01,
