                simTime,               simFrame,               playerId,                 roadId,                 laneId,                  flags,                  roadS,                  roadT,             laneOffset,                 hdgRel,               pitchRel,                rollRel,               roadType,                  pathS,
+1.8541667633689940e+02,                  11126,                      1,                    509,                      1,                    0x2,+6.3921047210693359e+01,+1.0375957489013672e+00,-1.3740424811840057e-01,-4.8121612053364515e-04,+1.7342792823910713e-02,-4.5856673386879265e-04,                      3,+2.2044245605468750e+03,
+1.8543334300443530e+02,                  11127,                      1,                    509,                      1,                    0x2,+6.3726589202880859e+01,+1.0375381708145142e+00,-1.3746182620525360e-01,-3.8870971184223890e-04,+1.7549805343151093e-02,-4.3317271047271788e-04,                      3,+2.2046191406250000e+03,
+1.8545000967197120e+02,                  11128,                      1,                    509,                      1,                    0x2,+6.3531761169433594e+01,+1.0374964475631714e+00,-1.3750359416007996e-01,-3.0168693047016859e-04,+1.7755558714270592e-02,-4.0888733929023147e-04,                      3,+2.2048139648437500e+03,
+1.8546667633950710e+02,                  11129,                      1,                    509,                      1,                    0x2,+6.3336559295654297e+01,+1.0374696254730225e+00,-1.3753043115139008e-01,-2.1967093925923109e-04,+1.7960041761398315e-02,-3.8559507811442018e-04,                      3,+2.2050090332031250e+03,
+1.8548334300704300e+02,                  11130,                      1,                    509,                      1,                    0x2,+6.3140987396240234e+01,+1.0374568700790405e+00,-1.3754318654537201e-01,-1.4242331963032484e-04,+1.8163241446018219e-02,-3.6337121855467558e-04,                      3,+2.2052045898437500e+03,
+1.8550000967457891e+02,                  11131,                      1,                    509,                      1,                    0x2,+6.2945049285888672e+01,+1.0374573469161987e+00,-1.3754267990589142e-01,-6.9944064307492226e-05,+1.8365150317549706e-02,-3.4209311706945300e-04,                      3,+2.2054006347656250e+03,
+1.8551667634211481e+02,                  11132,                      1,                    509,                      1,                    0x2,+6.2748744964599609e+01,+1.0374703407287598e+00,-1.3752968609333038e-01,-1.9947713099099929e-06,+1.8565757200121880e-02,-3.2173164072446525e-04,                      3,+2.2055969238281250e+03,
+1.8553334300965071e+02,                  11133,                      1,                    509,                      1,                    0x2,+6.2552074432373047e+01,+1.0374950170516968e+00,-1.3750493526458740e-01,+6.1901409935671836e-05,+1.8765052780508995e-02,-3.0235238955356181e-04,                      3,+2.2057937011718750e+03,
+1.8555000967718661e+02,                  11134,                      1,                    509,                      1,                    0x2,+6.2355049133300781e+01,+1.0375308990478516e+00,-1.3746915757656097e-01,+1.2174447329016402e-04,+1.8963025882840157e-02,-2.8392035164870322e-04,                      3,+2.2059907226562500e+03,
+1.8556667634472251e+02,                  11135,                      1,                    509,                      1,                    0x2,+6.2157661437988281e+01,+1.0375770330429077e+00,-1.3742300868034363e-01,+1.7777283210307360e-04,+1.9159667193889618e-02,-2.6629911735653877e-04,                      3,+2.2061879882812500e+03,
+1.8558334301225841e+02,                  11136,                      1,                    509,                      1,                    0x2,+6.1959918975830078e+01,+1.0376328229904175e+00,-1.3736712932586670e-01,+2.2998650092631578e-04,+1.9354965537786484e-02,-2.4954474065452814e-04,                      3,+2.2063857421875000e+03,
+1.8560000967979431e+02,                  11137,                      1,                    509,                      1,                    0x2,+6.1761821746826172e+01,+1.0376979112625122e+00,-1.3730213046073914e-01,+2.7910072822123766e-04,+1.9548911601305008e-02,-2.3361305647995323e-04,                      3,+2.2065839843750000e+03,
