                simTime,               simFrame,               playerId,                 roadId,                 laneId,                  flags,                  roadS,                  roadT,             laneOffset,                 hdgRel,               pitchRel,                rollRel,               roadType,                  pathS,
+1.5000000782310963e+00,                     91,                      1,                      4,                      1,                    0x2,+7.6503082275390625e+02,+1.8626761436462402e+00,-1.2323868460953236e-02,-1.6311733052134514e-02,-3.8725819904357195e-03,+9.6556171774864197e-04,                      3,+2.5417668819427490e+00,
+1.5166667457669973e+00,                     92,                      1,                      4,                      1,                    0x2,+7.6497308349609375e+02,+1.8616536855697632e+00,-1.3346358202397823e-02,-1.7011968418955803e-02,-3.8720995653420687e-03,+9.7801687661558390e-04,                      3,+2.5994765758514404e+00,
+1.5333334133028984e+00,                     93,                      1,                      4,                      1,                    0x2,+7.6491473388671875e+02,+1.8605787754058838e+00,-1.4421178959310055e-02,-1.7712203785777092e-02,-3.8716013077646494e-03,+9.8908261861652136e-04,                      3,+2.6578326225280762e+00,
+1.5500000808387995e+00,                     94,                      1,                      4,                      1,                    0x2,+7.6485571289062500e+02,+1.8594508171081543e+00,-1.5549123287200928e-02,-1.8411485478281975e-02,-3.8710872177034616e-03,+9.9873752333223820e-04,                      3,+2.7168347835540771e+00,
+1.5666667483747005e+00,                     95,                      1,                      4,                      1,                    0x2,+7.6479608154296875e+02,+1.8582690954208374e+00,-1.6730928793549538e-02,-1.9109098240733147e-02,-3.8705572951585054e-03,+1.0069868294522166e-03,                      3,+2.7764825820922852e+00,
+1.5833334159106016e+00,                     96,                      1,                      4,                      1,                    0x2,+7.6473577880859375e+02,+1.8570327758789062e+00,-1.7967268824577332e-02,-1.9803849980235100e-02,-3.8700108416378498e-03,+1.0138211073353887e-03,                      3,+2.8367762565612793e+00,
+1.6000000834465027e+00,                     97,                      1,                      4,                      1,                    0x2,+7.6467486572265625e+02,+1.8557412624359131e+00,-1.9258754327893257e-02,-2.0495025441050529e-02,-3.8694476243108511e-03,+1.0192154441028833e-03,                      3,+2.8977155685424805e+00,
+1.6166667509824038e+00,                     98,                      1,                      4,                      1,                    0x2,+7.6461328125000000e+02,+1.8543940782546997e+00,-2.0605940371751785e-02,-2.1181670948863029e-02,-3.8688669446855783e-03,+1.0231932392343879e-03,                      3,+2.9593002796173096e+00,
+1.6333334185183048e+00,                     99,                      1,                      4,                      1,                    0x2,+7.6455102539062500e+02,+1.8529906272888184e+00,-2.2009314969182014e-02,-2.1862832829356194e-02,-3.8682688027620316e-03,+1.0257406393066049e-03,                      3,+3.0215303897857666e+00,
+1.6500000860542059e+00,                    100,                      1,                      4,                      1,                    0x2,+7.6448815917968750e+02,+1.8515306711196899e+00,-2.3469306528568268e-02,-2.2537795826792717e-02,-3.8676527328789234e-03,+1.0268714977428317e-03,                      3,+3.0844056606292725e+00,
+1.6666667535901070e+00,                    101,                      1,                      4,                      1,                    0x2,+7.6442462158203125e+02,+1.8500137329101562e+00,-2.4986280128359795e-02,-2.3205844685435295e-02,-3.8670185022056103e-03,+1.0266067693009973e-03,                      3,+3.1479260921478271e+00,
+1.6833334211260080e+00,                    102,                      1,                      4,                      1,                    0x2,+7.6436047363281250e+02,+1.8484394550323486e+00,-2.6560539379715919e-02,-2.3866025730967522e-02,-3.8663654122501612e-03,+1.0249504121020436e-03,                      3,+3.2120912075042725e+00,
+1.7000000886619091e+00,                    103,                      1,                      4,                      1,                    0x2,+7.6429565429687500e+02,+1.8468077182769775e+00,-2.8192330151796341e-02,-2.4517862126231194e-02,-3.8656934630125761e-03,+1.0219120886176825e-03,                      3,+3.2769012451171875e+00,
+1.7166667561978102e+00,                    104,                      1,                      4,                      1,                    0x2,+7.6423022460937500e+02,+1.8451181650161743e+00,-2.9881831258535385e-02,-2.5160400196909904e-02,-3.8650026544928551e-03,+1.0175317293033004e-03,                      3,+3.3423559665679932e+00,
+1.7333334237337112e+00,                    105,                      1,                      4,                      1,                    0x2,+7.6416412353515625e+02,+1.8433707952499390e+00,-3.1629167497158051e-02,-2.5793163105845451e-02,-3.8642915897071362e-03,+1.0118071222677827e-03,                      3,+3.4084551334381104e+00,
+1.7500000912696123e+00,                    106,                      1,                      4,                      1,                    0x2,+7.6409735107421875e+02,+1.8415656089782715e+00,-3.3434398472309113e-02,-2.6415435597300529e-02,-3.8635607343167067e-03,+1.0047915857285261e-03,                      3,+3.4751985073089600e+00,
+1.7666667588055134e+00,                    107,                      1,                      4,                      1,                    0x2,+7.6402996826171875e+02,+1.8397024869918823e+00,-3.5297527909278870e-02,-2.7026740834116936e-02,-3.8628091569989920e-03,+9.9649431649595499e-04,                      3,+3.5425863265991211e+00,
+1.7833334263414145e+00,                    108,                      1,                      4,                      1,                    0x2,+7.6396197509765625e+02,+1.8377815485000610e+00,-3.7218503654003143e-02,-2.7626363560557365e-02,-3.8620368577539921e-03,+9.8695664200931787e-04,                      3,+3.6106181144714355e+00,
+1.8000000938773155e+00,                    109,                      1,                      4,                      1,                    0x2,+7.6389324951171875e+02,+1.8358027935028076e+00,-3.9197217673063278e-02,-2.8214065358042717e-02,-3.8612433709204197e-03,+9.7619876032695174e-04,                      3,+3.6792936325073242e+00,
+1.8166667614132166e+00,                    110,                      1,                      4,                      1,                    0x2,+7.6382397460937500e+02,+1.8337664604187012e+00,-4.1233498603105545e-02,-2.8789130970835686e-02,-3.8604284636676311e-03,+9.6427433891221881e-04,                      3,+3.7486131191253662e+00,
+1.8333334289491177e+00,                    111,                      1,                      4,                      1,                    0x2,+7.6375396728515625e+02,+1.8316729068756104e+00,-4.3327130377292633e-02,-2.9351321980357170e-02,-3.8595914375036955e-03,+9.5118850003927946e-04,                      3,+3.8185760974884033e+00,
+1.8500000964850187e+00,                    112,                      1,                      4,                      1,                    0x2,+7.6368341064453125e+02,+1.8295221328735352e+00,-4.5477837324142456e-02,-2.9899923130869865e-02,-3.8587320595979691e-03,+9.3700631987303495e-04,                      3,+3.8891825675964355e+00,
+1.8666667640209198e+00,                    113,                      1,                      4,                      1,                    0x2,+7.6361212158203125e+02,+1.8273147344589233e+00,-4.7685295343399048e-02,-3.0434934422373772e-02,-3.8578496314585209e-03,+9.2174322344362736e-04,                      3,+3.9604322910308838e+00,
+1.8833334315568209e+00,                    114,                      1,                      4,                      1,                    0x2,+7.6354022216796875e+02,+1.8250508308410645e+00,-4.9949131906032562e-02,-3.0955640599131584e-02,-3.8569443859159946e-03,+9.0547750005498528e-04,                      3,+4.0323252677917480e+00,
+1.9000000990927219e+00,                    115,                      1,                      4,                      1,                    0x2,+7.6346771240234375e+02,+1.8227310180664062e+00,-5.2268922328948975e-02,-3.1461801379919052e-02,-3.8560156244784594e-03,+8.8820536620914936e-04,                      3,+4.1048607826232910e+00,
+1.9166667666286230e+00,                    116,                      1,                      4,                      1,                    0x2,+7.6339453125000000e+02,+1.8203557729721069e+00,-5.4644197225570679e-02,-3.1953420490026474e-02,-3.8550628814846277e-03,+8.7001692736521363e-04,                      3,+4.1780395507812500e+00,
+1.9333334341645241e+00,                    117,                      1,                      4,                      1,                    0x2,+7.6332073974609375e+02,+1.8179255723953247e+00,-5.7074446231126785e-02,-3.2430257648229599e-02,-3.8540854584425688e-03,+8.5094885434955359e-04,                      3,+4.2518610954284668e+00,
