                simTime,               simFrame,               objectId,               category,                   type,                vismask,                   name,                   dimX,                   dimY,                   dimZ,                   offX,                   offY,                   offZ,                      x,                      y,                      z,                      h,                      p,                      r,                  flags,                   type,                 system,                      x,                      y,                      z,                      h,                      p,                      r,                  flags,                   type,                 system,                      x,                      y,                      z,                      h,                      p,                      r,                  flags,                   type,                 system,               distance,
+1.5983334166929126e+01,                    960,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5902971791577528e+02,-1.1378197748731857e+02,-1.8984270177868810e-03,+2.4471411705017090e+00,-1.4848867431282997e-03,-1.8709975847741589e-05,                    0x3,                      0,                      0,-9.9369230270385742e+00,+8.2760028839111328e+00,+1.9202435389161110e-02,-2.1642562933266163e-04,+5.4354930762201548e-04,+2.0720095199067146e-04,                    0x3,                      0,                      0,-6.8452113866806030e-01,+5.7374411821365356e-01,+1.3262483989819884e-03,+2.4145555216819048e-03,-1.8514574912842363e-04,-6.4318091608583927e-04,                    0x1,                      0,                      0,+1.3710191345214844e+02,
+1.6000000834465027e+01,                    961,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5886400772040218e+02,-1.1364396448859856e+02,-1.8869116658071054e-03,+2.4471380710601807e+00,-1.4758799225091934e-03,-1.5445935787283815e-05,                    0x3,                      0,                      0,-9.9483070373535156e+00,+8.2855234146118164e+00,+1.9107863306999207e-02,-1.7846436821855605e-04,+5.4041598923504353e-04,+1.9584241090342402e-04,                    0x3,                      0,                      0,-6.8066895008087158e-01,+5.6990385055541992e-01,+1.3102078810334206e-03,+2.2776755504310131e-03,-1.8799908866640180e-04,-6.8151240702718496e-04,                    0x1,                      0,                      0,+1.3731756591796875e+02,
+1.6016667502000928e+01,                    962,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5869810828417704e+02,-1.1350579337675981e+02,-1.8754615589752365e-03,+2.4471356868743896e+00,-1.4669239753857255e-03,-1.2380901353026275e-05,                    0x3,                      0,                      0,-9.9596271514892578e+00,+8.2949810028076172e+00,+1.9013550132513046e-02,-1.4288775855675340e-04,+5.3735403344035149e-04,+1.8390205514151603e-04,                    0x3,                      0,                      0,-6.7682164907455444e-01,+5.6610560417175293e-01,+1.2943550245836377e-03,+2.1345964632928371e-03,-1.8371733312960714e-04,-7.1642128750681877e-04,                    0x1,                      0,                      0,+1.3753346252441406e+02,
+1.6033334169536829e+01,                    963,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5853202068863121e+02,-1.1336746520598926e+02,-1.8640778375039299e-03,+2.4471340179443359e+00,-1.4580199494957924e-03,-9.4218503363663331e-06,                    0x3,                      0,                      0,-9.9708824157714844e+00,+8.3043766021728516e+00,+1.8919518217444420e-02,-1.0861454939004034e-04,+5.3423858480527997e-04,+1.7754305736161768e-04,                    0x3,                      0,                      0,-6.7298847436904907e-01,+5.6233918666839600e-01,+1.2786895968019962e-03,+2.0563923753798008e-03,-1.8692690355237573e-04,-3.8153983769007027e-04,                    0x1,                      0,                      0,+1.3774960327148438e+02,
+1.6050000837072730e+01,                    964,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5836574599948176e+02,-1.1322898099976673e+02,-1.8527588544278767e-03,+2.4471325874328613e+00,-1.4491666806861758e-03,-6.6797651925298851e-06,                    0x3,                      0,                      0,-9.9820737838745117e+00,+8.3137102127075195e+00,+1.8825754523277283e-02,-7.6917574915569276e-05,+5.3120037773624063e-04,+1.6452508862130344e-04,                    0x3,                      0,                      0,-6.6915833950042725e-01,+5.5861681699752808e-01,+1.2632079888135195e-03,+1.9018183229491115e-03,-1.8229240959044546e-04,-7.8107806621119380e-04,                    0x1,                      0,                      0,+1.3796598815917969e+02,
+1.6066667504608631e+01,                    965,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5819928530085284e+02,-1.1309034178440632e+02,-1.8415049898201925e-03,+2.4471318721771240e+00,-1.4403642853721976e-03,-4.1633829823695123e-06,                    0x3,                      0,                      0,-9.9932003021240234e+00,+8.3229818344116211e+00,+1.8732266500592232e-02,-4.7888010158203542e-05,+5.2814435912296176e-04,+1.5098291623871773e-04,                    0x3,                      0,                      0,-6.6533035039901733e-01,+5.5493968725204468e-01,+1.2479088036343455e-03,+1.7417737981304526e-03,-1.8336110224481672e-04,-8.1253028474748135e-04,                    0x1,                      0,                      0,+1.3818261718750000e+02,
+1.6083334172144532e+01,                    966,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5803263966006799e+02,-1.1295154858158784e+02,-1.8303145967153867e-03,+2.4471316337585449e+00,-1.4316114829853177e-03,-1.6747891322665964e-06,                    0x3,                      0,                      0,-1.0004262924194336e+01,+8.3321933746337891e+00,+1.8639042973518372e-02,-1.9242439520894550e-05,+5.2516564028337598e-04,+1.4931563055142760e-04,                    0x3,                      0,                      0,-6.6152292490005493e-01,+5.5128449201583862e-01,+1.2327884323894978e-03,+1.7187341582030058e-03,-1.7872311582323164e-04,-1.0003713396145031e-04,                    0x1,                      0,                      0,+1.3839949035644531e+02,
+1.6100000839680433e+01,                    967,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5786581014422984e+02,-1.1281260238845891e+02,-1.8191898288452285e-03,+2.4471316337585449e+00,-1.4229100197553635e-03,+5.7330566960445140e-07,                    0x3,                      0,                      0,-1.0015261650085449e+01,+8.3413448333740234e+00,+1.8546113744378090e-02,+6.5797471506812144e-06,+5.2208581473678350e-04,+1.3488567492458969e-04,                    0x3,                      0,                      0,-6.5771645307540894e-01,+5.4767644405364990e-01,+1.2178480392321944e-03,+1.5493311220780015e-03,-1.8478951824363321e-04,-8.6579727940261364e-04,                    0x1,                      0,                      0,+1.3861660766601562e+02,
+1.6116667507216334e+01,                    968,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5769879782165208e+02,-1.1267350420066155e+02,-1.8081278990348889e-03,+2.4471321105957031e+00,-1.4142578002065420e-03,+2.6766135761135956e-06,                    0x3,                      0,                      0,-1.0026197433471680e+01,+8.3504371643066406e+00,+1.8453452736139297e-02,+3.0685630918014795e-05,+5.1913684001192451e-04,+1.2619847257155925e-04,                    0x3,                      0,                      0,-6.5391904115676880e-01,+5.4410368204116821e-01,+1.2030823854729533e-03,+1.4463529223576188e-03,-1.7693846893962473e-04,-5.2123214118182659e-04,                    0x1,                      0,                      0,+1.3883395385742188e+02,
+1.6133334174752235e+01,                    969,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5753160374716464e+02,-1.1253425500535519e+02,-1.7971295674270046e-03,+2.4471330642700195e+00,-1.4056552900001407e-03,+4.7317721509898547e-06,                    0x3,                      0,                      0,-1.0037069320678711e+01,+8.3594703674316406e+00,+1.8361074849963188e-02,+5.4187981731956825e-05,+5.1615218399092555e-04,+1.2330949539318681e-04,                    0x3,                      0,                      0,-6.5014022588729858e-01,+5.4055535793304443e-01,+1.1884907726198435e-03,+1.4101410051807761e-03,-1.7907934670802206e-04,-1.7333861615043133e-04,                    0x1,                      0,                      0,+1.3905154418945312e+02,
+1.6150000842288136e+01,                    970,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5736422897037332e+02,-1.1239485577112291e+02,-1.7861936938154469e-03,+2.4471342563629150e+00,-1.3971015578135848e-03,+6.6301859078521375e-06,                    0x3,                      0,                      0,-1.0047878265380859e+01,+8.3684444427490234e+00,+1.8268970772624016e-02,+7.5846939580515027e-05,+5.1322102081030607e-04,+1.1390483268769458e-04,                    0x3,                      0,                      0,-6.4636915922164917e-01,+5.3704363107681274e-01,+1.1740704067051411e-03,+1.2995373690500855e-03,-1.7586977628525347e-04,-5.6427973322570324e-04,                    0x1,                      0,                      0,+1.3926936340332031e+02,
+1.6166667509824038e+01,                    971,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5719667455757403e+02,-1.1225530747140992e+02,-1.7753206582730194e-03,+2.4471359252929688e+00,-1.3885970693081617e-03,+8.3656250353669748e-06,                    0x3,                      0,                      0,-1.0058623313903809e+01,+8.3773612976074219e+00,+1.8177153542637825e-02,+9.5597657491452992e-05,+5.1027198787778616e-04,+1.0412634583190084e-04,                    0x3,                      0,                      0,-6.4260542392730713e-01,+5.3356939554214478e-01,+1.1598201235756278e-03,+1.1850430164486170e-03,-1.7694196139927953e-04,-5.8670918224379420e-04,                    0x1,                      0,                      0,+1.3948741149902344e+02,
+1.6183334177359939e+01,                    972,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5702894154971150e+02,-1.1211561106040629e+02,-1.7645103341128200e-03,+2.4471378326416016e+00,-1.3801414752379060e-03,+1.0035863851953764e-05,                    0x3,                      0,                      0,-1.0069307327270508e+01,+8.3862209320068359e+00,+1.8085623160004616e-02,+1.1456273205112666e-04,+5.0732895033434033e-04,+1.0021431080531329e-04,                    0x3,                      0,                      0,-6.3885819911956787e-01,+5.3012132644653320e-01,+1.1457384098321199e-03,+1.1379043571650982e-03,-1.7658223805483431e-04,-2.3472208704333752e-04,                    0x1,                      0,                      0,+1.3970570373535156e+02,
+1.6200000844895840e+01,                    973,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5686103099516922e+02,-1.1197576748341422e+02,-1.7537617078184494e-03,+2.4471399784088135e+00,-1.3717343099415302e-03,+1.1533164069987833e-05,                    0x3,                      0,                      0,-1.0079927444458008e+01,+8.3950233459472656e+00,+1.7994374036788940e-02,+1.3151648454368114e-04,+5.0443346844986081e-04,+8.9838023995980620e-05,                    0x3,                      0,                      0,-6.3511693477630615e-01,+5.2671152353286743e-01,+1.1318222386762500e-03,+1.0172250913456082e-03,-1.7372889851685613e-04,-6.2257715035229921e-04,                    0x1,                      0,                      0,+1.3992422485351562e+02,
+1.6216667512431741e+01,                    974,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5669294394170527e+02,-1.1183577768657793e+02,-1.7430741459431914e-03,+2.4471426010131836e+00,-1.3633748749271035e-03,+1.2955859347130172e-05,                    0x3,                      0,                      0,-1.0090484619140625e+01,+8.4037694931030273e+00,+1.7903408035635948e-02,+1.4758568431716412e-04,+5.0156767247244716e-04,+8.5361680248752236e-05,                    0x3,                      0,                      0,-6.3139069080352783e-01,+5.2332854270935059e-01,+1.1180693982169032e-03,+9.6415192820131779e-04,-1.7194774409290403e-04,-2.6858062483370304e-04,                    0x1,                      0,                      0,+1.4014297485351562e+02,
+1.6233334179967642e+01,                    975,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5652468142704410e+02,-1.1169564260327898e+02,-1.7324481552495861e-03,+2.4471452236175537e+00,-1.3550635194405913e-03,+1.4299823305918835e-05,                    0x3,                      0,                      0,-1.0100979804992676e+01,+8.4124603271484375e+00,+1.7812730744481087e-02,+1.6272650100290775e-04,+4.9867812776938081e-04,+8.0637866631150246e-05,                    0x3,                      0,                      0,-6.2767928838729858e-01,+5.1997298002243042e-01,+1.1044791899621487e-03,+9.0844894293695688e-04,-1.7337266763206571e-04,-2.8342878795228899e-04,                    0x1,                      0,                      0,+1.4036195373535156e+02,
+1.6250000847503543e+01,                    976,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5635624449666460e+02,-1.1155536315755427e+02,-1.7218837357404547e-03,+2.4471480846405029e+00,-1.3468003598973155e-03,+1.5457650079042651e-05,                    0x3,                      0,                      0,-1.0111413002014160e+01,+8.4210958480834961e+00,+1.7722349613904953e-02,+1.7572108481545001e-04,+4.9578858306631446e-04,+6.9469548179768026e-05,                    0x3,                      0,                      0,-6.2397241592407227e-01,+5.1665729284286499e-01,+1.0910501005128026e-03,+7.7967497054487467e-04,-1.7337266763206571e-04,-6.7009904887527227e-04,                    0x1,                      0,                      0,+1.4058116149902344e+02,
+1.6266667515039444e+01,                    977,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5618763417798979e+02,-1.1141494027034906e+02,-1.7113789870696655e-03,+2.4471514225006104e+00,-1.3385838828980923e-03,+1.6632366168778390e-05,                    0x3,                      0,                      0,-1.0121784210205078e+01,+8.4296751022338867e+00,+1.7632247880101204e-02,+1.8888193881139159e-04,+4.9298827070742846e-04,+7.0483001763932407e-05,                    0x3,                      0,                      0,-6.2028878927230835e-01,+5.1335746049880981e-01,+1.0777782881632447e-03,+7.8965118154883385e-04,-1.6801872698124498e-04,+6.0807211411884055e-05,                    0x1,                      0,                      0,+1.4080058288574219e+02,
+1.6283334182575345e+01,                    978,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5601885150367315e+02,-1.1127437485641531e+02,-1.7009351761391933e-03,+2.4471547603607178e+00,-1.3304151361808181e-03,+1.7717464288580231e-05,                    0x3,                      0,                      0,-1.0132094383239746e+01,+8.4382009506225586e+00,+1.7542444169521332e-02,+2.0100048277527094e-04,+4.9012841191142797e-04,+6.5105887188110501e-05,                    0x3,                      0,                      0,-6.1661875247955322e-01,+5.1008617877960205e-01,+1.0646639857441187e-03,+7.2711257962509990e-04,-1.7159151320811361e-04,-3.2262684544548392e-04,                    0x1,                      0,                      0,+1.4102023315429688e+02,
+1.6300000850111246e+01,                    979,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5584989750217326e+02,-1.1113366781064499e+02,-1.6905515428121457e-03,+2.4471580982208252e+00,-1.3222934212535620e-03,+1.8605938748805784e-05,                    0x3,                      0,                      0,-1.0142343521118164e+01,+8.4466724395751953e+00,+1.7452934756875038e-02,+2.1086736524011940e-04,+4.8730429261922836e-04,+5.3308413043851033e-05,                    0x3,                      0,                      0,-6.1295169591903687e-01,+5.0685554742813110e-01,+1.0517048649489880e-03,+5.9201288968324661e-04,-1.6944714298006147e-04,-7.0784840499982238e-04,                    0x1,                      0,                      0,+1.4124011230468750e+02,
+1.6316667517647147e+01,                    980,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5568077318414296e+02,-1.1099282002457284e+02,-1.6802266935019032e-03,+2.4471619129180908e+00,-1.3142175739631057e-03,+1.9501840142766014e-05,                    0x3,                      0,                      0,-1.0152531623840332e+01,+8.4550914764404297e+00,+1.7363712191581726e-02,+2.2079984773881733e-04,+4.8454554053023458e-04,+5.3754156397189945e-05,                    0x3,                      0,                      0,-6.0930663347244263e-01,+5.0364172458648682e-01,+1.0388976661488414e-03,+5.9594889171421528e-04,-1.6552511078771204e-04,+2.6744599381345324e-05,                    0x1,                      0,                      0,+1.4146020507812500e+02,
+1.6333334185183048e+01,                    981,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5551147956017468e+02,-1.1085183238988429e+02,-1.6699611349707487e-03,+2.4471657276153564e+00,-1.3061882928013802e-03,+2.0402991140144877e-05,                    0x3,                      0,                      0,-1.0162658691406250e+01,+8.4634561538696289e+00,+1.7274783924221992e-02,+2.3077326477505267e-04,+4.8176301061175764e-04,+5.4069063480710611e-05,                    0x3,                      0,                      0,-6.0568362474441528e-01,+5.0044506788253784e-01,+1.0262419236823916e-03,+5.9840496396645904e-04,-1.6695178055670112e-04,+1.8894423192250542e-05,                    0x1,                      0,                      0,+1.4168051147460938e+02,
+1.6350000852718949e+01,                    982,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5534201765185725e+02,-1.1071070578505707e+02,-1.6597539803916755e-03,+2.4471697807312012e+00,-1.2982045300304890e-03,+2.1099594960105605e-05,                    0x3,                      0,                      0,-1.0172724723815918e+01,+8.4717683792114258e+00,+1.7186144366860390e-02,+2.3841703659854829e-04,+4.7902212827466428e-04,+4.1796243749558926e-05,                    0x3,                      0,                      0,-6.0206210613250732e-01,+4.9728941917419434e-01,+1.0137350764125586e-03,+4.5862628030590713e-04,-1.6445292567368597e-04,-7.3636916931718588e-04,                    0x1,                      0,                      0,+1.4190104675292969e+02,
+1.6366667520254850e+01,                    983,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5517238846314731e+02,-1.1056944108493417e+02,-1.6496061165967048e-03,+2.4471738338470459e+00,-1.2902672169730067e-03,+2.1795882275910117e-05,                    0x3,                      0,                      0,-1.0182730674743652e+01,+8.4800291061401367e+00,+1.7097808420658112e-02,+2.4604363716207445e-04,+4.7623959835618734e-04,+4.1777191654546186e-05,                    0x3,                      0,                      0,-5.9846210479736328e-01,+4.9415165185928345e-01,+1.0013768915086985e-03,+4.5759600470773876e-04,-1.6695178055670112e-04,-1.1431255870775203e-06,                    0x1,                      0,                      0,+1.4212179565429688e+02,
+1.6383334187790751e+01,                    984,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5500259300356697e+02,-1.1042803915762015e+02,-1.6395174168983661e-03,+2.4471778869628906e+00,-1.2823761207982898e-03,+2.2386619093595073e-05,                    0x3,                      0,                      0,-1.0192676544189453e+01,+8.4882373809814453e+00,+1.7009777948260307e-02,+2.5246650329791009e-04,+4.7346300561912358e-04,+3.5444154491415247e-05,                    0x3,                      0,                      0,-5.9487336874008179e-01,+4.9104377627372742e-01,+9.8916585557162762e-04,+3.8537193904630840e-04,-1.6659554967191070e-04,-3.7998220068402588e-04,                    0x1,                      0,                      0,+1.4234275817871094e+02,
+1.6400000855326653e+01,                    985,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5483263226784936e+02,-1.1028650086423985e+02,-1.6294852208103875e-03,+2.4471821784973145e+00,-1.2745292624458671e-03,+2.2973772502155043e-05,                    0x3,                      0,                      0,-1.0202562332153320e+01,+8.4963941574096680e+00,+1.6922030597925186e-02,+2.5883808848448098e-04,+4.7081129741854966e-04,+3.5229266359237954e-05,                    0x3,                      0,                      0,-5.9130477905273438e-01,+4.8795327544212341e-01,+9.7709742840379477e-04,+3.8229508209042251e-04,-1.5910247748252004e-04,-1.2893287021142896e-05,                    0x1,                      0,                      0,+1.4256393432617188e+02,
+1.6416667522862554e+01,                    986,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5466250725096947e+02,-1.1014482706574465e+02,-1.6195114286841788e-03,+2.4471867084503174e+00,-1.2667281553149223e-03,+2.3555528969154693e-05,                    0x3,                      0,                      0,-1.0212389945983887e+01,+8.5044994354248047e+00,+1.6834588721394539e-02,+2.6513816555961967e-04,+4.6807038597762585e-04,+3.4905395295936614e-05,                    0x3,                      0,                      0,-5.8775681257247925e-01,+4.8488095402717590e-01,+9.6517277415841818e-04,+3.7800459540449083e-04,-1.6445467190351337e-04,-1.9432261979090981e-05,                    0x1,                      0,                      0,+1.4278532409667969e+02,
+1.6433334190398455e+01,                    987,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5449221894138867e+02,-1.1000301860597934e+02,-1.6095949003126170e-03,+2.4471912384033203e+00,-1.2589717516675591e-03,+2.4026407118071802e-05,                    0x3,                      0,                      0,-1.0222157478332520e+01,+8.5125541687011719e+00,+1.6747446730732918e-02,+2.7018092805519700e-04,+4.6538299648091197e-04,+2.8252688935026526e-05,                    0x3,                      0,                      0,-5.8421891927719116e-01,+4.8183861374855042e-01,+9.5338915707543492e-04,+3.0256572063080966e-04,-1.6124335525091738e-04,-3.9916235255077481e-04,                    0x1,                      0,                      0,+1.4300692749023438e+02,
+1.6450000857934356e+01,                    988,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5432176833065515e+02,-1.0986107632518143e+02,-1.5997350022482724e-03,+2.4471957683563232e+00,-1.2512597022578120e-03,+2.4384618882322684e-05,                    0x3,                      0,                      0,-1.0231865882873535e+01,+8.5205583572387695e+00,+1.6660600900650024e-02,+2.7394996141083539e-04,+4.6272532199509442e-04,+2.1492678570211865e-05,                    0x3,                      0,                      0,-5.8069074153900146e-01,+4.7882628440856934e-01,+9.4174453988671303e-04,+2.2614198678638786e-04,-1.5946045459713787e-04,-4.0560061461292207e-04,                    0x1,                      0,                      0,+1.4322874450683594e+02,
+1.6466667525470257e+01,                    989,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5415115639565894e+02,-1.0971900105639556e+02,-1.5899317344933753e-03,+2.4472002983093262e+00,-1.2435918906703591e-03,+2.4732838937779889e-05,                    0x3,                      0,                      0,-1.0241515159606934e+01,+8.5285129547119141e+00,+1.6574054956436157e-02,+2.7760132797993720e-04,+4.6006767661310732e-04,+2.0893219698336907e-05,                    0x3,                      0,                      0,-5.7718205451965332e-01,+4.7583213448524475e-01,+9.3023775843903422e-04,+2.1908197959419340e-04,-1.5945870836731046e-04,-3.5967528674518690e-05,                    0x1,                      0,                      0,+1.4345075988769531e+02,
+1.6483334193006158e+01,                    990,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5398038411359136e+02,-1.0957679363227463e+02,-1.5801859838797381e-03,+2.4472050666809082e+00,-1.2359690153971314e-03,+2.5070105039048940e-05,                    0x3,                      0,                      0,-1.0251107215881348e+01,+8.5364179611206055e+00,+1.6487823799252510e-02,+2.8112460859119892e-04,+4.5736838364973664e-04,+2.0235951524227858e-05,                    0x3,                      0,                      0,-5.7369315624237061e-01,+4.7285655140876770e-01,+9.1886863810941577e-04,+2.1139682212378830e-04,-1.6195756325032562e-04,-3.9436086808564141e-05,                    0x1,                      0,                      0,+1.4367298889160156e+02,
+1.6500000860542059e+01,                    991,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5380945244976567e+02,-1.0943445487491006e+02,-1.5704955966804833e-03,+2.4472098350524902e+00,-1.2283895630389452e-03,+2.5395691409357823e-05,                    0x3,                      0,                      0,-1.0260641098022461e+01,+8.5442733764648438e+00,+1.6401888802647591e-02,+2.8451211983337998e-04,+4.5477016828954220e-04,+1.9535165847628377e-05,                    0x3,                      0,                      0,-5.7022309303283691e-01,+4.6989899873733521e-01,+9.0763339539989829e-04,+2.0325065997894853e-04,-1.5589290705975145e-04,-4.2047136957990006e-05,                    0x1,                      0,                      0,+1.4389543151855469e+02,
+1.6516667528077960e+01,                    992,                     +1,                      1,                      1,                    0x7,             New Player,+3.9760000705718994e+00,+1.7120000123977661e+00,+1.4559999704360962e+00,+1.2430000305175781e+00,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.5363836237547079e+02,-1.0929198559935548e+02,-1.5608608262776124e-03,+2.4472146034240723e+00,-1.2208535335958004e-03,+2.5604324036976323e-05,                    0x3,                      0,                      0,-1.0270115852355957e+01,+8.5520801544189453e+00,+1.6316251829266548e-02,+2.8658597148023546e-04,+4.5216007856652141e-04,+1.2517963114078157e-05,                    0x3,                      0,                      0,-5.6676197052001953e-01,+4.6697160601615906e-01,+8.9653115719556808e-04,+1.2443109881132841e-04,-1.5660536882933229e-04,-4.2103213490918279e-04,                    0x1,                      0,                      0,+1.4411807250976562e+02,
