                simTime,               simFrame,               playerId,              lightMask,               steering,    steeringWheelTorque,                accMask,               accSpeed,           batteryState,            batteryRate,       displayLightMask,              fuelGauge,
+7.5850003955885768e+01,                   4552,                      1,                   0x20,-2.9300073161721230e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.5866670623421669e+01,                   4553,                      1,                   0x20,-2.8462093323469162e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.5883337290957570e+01,                   4554,                      1,                   0x20,-2.7616221457719803e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.5900003958493471e+01,                   4555,                      1,                   0x20,-2.6767751201987267e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.5916670626029372e+01,                   4556,                      1,                   0x20,-2.5917178019881248e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.5933337293565273e+01,                   4557,                      1,                   0x20,-2.5069054216146469e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.5950003961101174e+01,                   4558,                      1,                   0x20,-2.4224992841482162e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.5966670628637075e+01,                   4559,                      1,                   0x20,-2.3387605324387550e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.5983337296172976e+01,                   4560,                      1,                   0x20,-2.2557536140084267e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6000003963708878e+01,                   4561,                      1,                   0x20,-2.1737413480877876e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6016670631244779e+01,                   4562,                      1,                   0x20,-2.0929861813783646e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6033337298780680e+01,                   4563,                      1,                   0x20,-2.1622139960527420e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6050003966316581e+01,                   4564,                      1,                   0x20,-2.2337133064866066e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6066670633852482e+01,                   4565,                      1,                   0x20,-2.2921312600374222e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6083337301388383e+01,                   4566,                      1,                 0x8020,-2.3369530215859413e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6100003968924284e+01,                   4567,                      1,                 0x8020,-2.3692933842539787e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6116670636460185e+01,                   4568,                      1,                 0x8020,-2.3902177810668945e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6133337303996086e+01,                   4569,                      1,                 0x8020,-2.4009373039007187e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6150003971531987e+01,                   4570,                      1,                 0x8020,-2.4023963138461113e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6166670639067888e+01,                   4571,                      1,                 0x8020,-2.3955732583999634e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6183337306603789e+01,                   4572,                      1,                 0x8020,-2.3813761770725250e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6200003974139690e+01,                   4573,                      1,                 0x8020,-2.3604337126016617e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6216670641675591e+01,                   4574,                      1,                 0x8020,-2.3338122293353081e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6233337309211493e+01,                   4575,                      1,                 0x8020,-2.3018779233098030e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6250003976747394e+01,                   4576,                      1,                 0x8020,-2.2655360400676727e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6266670644283295e+01,                   4577,                      1,                 0x8020,-2.2252954542636871e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
