time,throttle,steering,clutch,parkingbrake,brake,
0.0090000005438924,0.19546542393201,-0.047006860488092,0,0,0,
0.017500001005828,0.20077792422072,-0.047023469764217,0,0,0,
0.026500001549721,0.20640292456065,-0.046945426329887,0,0,0,
0.040000001899898,0.21484042477951,-0.046863018376445,0,0,0,
0.053000002168119,0.22296542494715,-0.046601214778309,0,0,0,
0.065500002354383,0.23077792506357,-0.046605492132099,0,0,0,
0.078000002540648,0.23859042517998,-0.04648343180829,0,0,0,
0.090500002726912,0.2464029252964,-0.046521810800149,0,0,0,
0.10250000283122,0.25390292536159,-0.046556356880144,0,0,0,
0.11450000293553,0.26140292542678,-0.046538455333708,0,0,0,
0.1260000038892,0.26859042602283,-0.046539594209216,0,0,0,
0.13750000484288,0.27577792661888,-0.046633427259151,0,0,0,
0.1485000057146,0.2826529271637,-0.046869392400137,0,0,0,
0.15950000658631,0.28952792770852,-0.046971356008648,0,0,0,
0.17050000745803,0.29640292825335,-0.047101999407324,0,0,0,
0.18100000824779,0.30296542874695,-0.047278753044094,0,0,0,
0.19200000911951,0.30984042929177,-0.047311741534407,0,0,0,
0.20300000999123,0.31671542983659,-0.047334374445007,0,0,0,
0.21350001078099,0.3232779303302,-0.047433934714837,0,0,0,
0.22450001165271,0.33015293087502,-0.047559014234902,0,0,0,
0.23450001236051,0.3364029313174,-0.047637029766929,0,0,0,
0.24500001315027,0.056554616549301,-0.047581135790114,0,0,0,
0.25500001385808,0,-0.047626298772014,0,0,0,
0.26500001456589,0,-0.04779027179481,0,0,0,
0.27550001535565,0,-0.047727098566753,0,0,0,
0.28550001606345,0.0064267562517684,-0.047638048816819,0,0,0,
0.2950000166893,0.012589541338936,-0.047594188818535,0,0,0,
0.30450001731515,0.018811099200486,-0.047616109329919,0,0,0,
0.314000017941,0.025081338267422,-0.047512856169893,0,0,0,
0.32350001856685,0.031398349039941,-0.047543528757415,0,0,0,
0.3330000191927,0.037754068799571,-0.047472062544663,0,0,0,
0.34250001981854,0.044144408869421,-0.047472185970402,0,0,0,
0.35250002052635,0.050903415654134,-0.047591253472854,0,0,0,
0.36150002107024,0.057010031815685,-0.047370416852312,0,0,0,
0.37100002169609,0.063468907447021,-0.047325946030158,0,0,0,
0.38000002223998,0.06959636096535,-0.04729296936399,0,0,0,
0.38950002286583,0.07608090324487,-0.047210174428479,0,0,0,
0.39900002349168,0.082569663676115,-0.047222558207975,0,0,0,
0.40800002403557,0.088710907862557,-0.04714794764317,0,0,0,
0.41700002457947,0.094850272737731,-0.047011007612308,0,0,0,
0.42600002512336,0.10099025861648,-0.046868470746729,0,0,0,
0.43500002566725,0.10712531209219,-0.046775435305902,0,0,0,
0.44400002621114,0.11324861614019,-0.046699400061339,0,0,0,
0.45250002667308,0.11902036555818,-0.046593010036232,0,0,0,
0.46150002721697,0.12512085017007,-0.046430316573302,0,0,0,
0.47050002776086,0.13120561579508,-0.046318754103738,0,0,0,
0.4790000282228,0.13693535265847,-0.046221698409648,0,0,0,
0.48850002884865,0.14332006500897,-0.046147792808732,0,0,0,
0.4980000294745,0.14967946404903,-0.046089692347855,0,0,0,
0.50750003010035,0.1560176784074,-0.045978362851291,0,0,0,
0.51650003064424,0.16199519682815,-0.045903044366063,0,0,0,
0.52550003118813,0.16794692096365,-0.045810766312073,0,0,0,
0.53500003181398,0.17420824864727,-0.045717035614035,0,0,0,
0.54450003243983,0.18044853999346,-0.045619437357498,0,0,0,
0.55450003314763,0.18699639442149,-0.045553449567746,0,0,0,
0.56350003369153,0.19287050134801,-0.045531798618673,0,0,0,
0.57300003431737,0.19905259436679,-0.045527104181156,0,0,0,
0.58250003494322,0.20521210242556,-0.045462892401503,0,0,0,
0.59150003548712,0.21102753032349,-0.045296063922119,0,0,0,
0.60100003611296,0.21715006221448,-0.045288784817131,0,0,0,
0.61050003673881,0.22325803234162,-0.045287134517197,0,0,0,
0.61950003728271,0.22902682699109,-0.045264783717608,0,0,0,
0.62950003799051,0.23542258309764,-0.045288963156434,0,0,0,
0.63900003861636,0.24148463262459,-0.045140321816692,0,0,0,
0.64800003916025,0.24722273447955,-0.045035883417215,0,0,0,
0.6575000397861,0.25327613189821,-0.045009959262182,0,0,0,
0.66700004041195,0.25933052691158,-0.044930505750938,0,0,0,
0.67600004095584,0.26506990948565,-0.044903476347348,0,0,0,
0.68550004158169,0.27112423147548,-0.044747225981601,0,0,0,
0.69500004220754,0.27718111802342,-0.04463081147252,0,0,0,
0.70450004283339,0.28324501190438,-0.044579778583189,0,0,0,
0.71400004345924,0.28931578929205,-0.04451271437443,0,0,0,
0.72350004408509,0.29539130291439,-0.044372176628994,0,0,0,
0.73250004462898,0.30115474513322,-0.044300012162994,0,0,0,
